3,633
4,1636
1,658
2,676
3,429
4,484
1,1146
2,274
3,658
4,913
2,536
3,707
4,833
1,463
2,351
3,602
4,647
1,724
2,483
3,376
4,606
2,5
3,1641
4,539
1,1178
2,440
3,481
4,991
3,19
4,1650
2,75
3,635
4,1283
1,100
2,488
3,376
4,1114
1,348
2,692
3,804
4,674
4,1189
1,127
2,415
3,747
4,1070
2,519
3,461
4,1446
4,1197
1,6
2,523
3,720
4,1267
2,273
3,514
4,819
1,163
2,846
3,533
4,1069
1,67
2,460
3,529
4,713
2,90
3,651
4,1281
1,298
2,235
3,665
4,1017
1,447
2,336
3,627
4,1091
1,200
2,703
3,330
4,481
1,456
2,401
3,311
4,732
1,59
2,673
3,450
4,1139
1,516
2,689
3,280
4,1210
2,1036
3,889
4,469
1,412
2,741
3,643
4,492
1,650
2,783
3,296
4,759
1,293
2,545
3,629
4,785
1,405
2,331
3,484
4,1230
3,111
4,1639
1,701
2,383
3,606
4,892
1,591
2,520
3,687
4,536
2,123
3,297
4,1418
1,432
2,436
3,604
4,941
1,404
2,726
3,276
4,941
1,710
2,427
3,733
4,645
2,12
3,1317
4,1221
2,734
3,461
4,653
2,239
3,447
4,1323
1,394
2,423
3,490
4,1056
3,624
4,1285
1,510
2,848
3,442
4,428
3,896
4,861
1,210
2,846
3,544
4,442
2,386
3,609
4,658
2,463
3,194
4,1889
1,528
2,355
3,719
4,809
3,822
4,894
3,306
4,1572
3,187
4,1344
1,648
2,988
3,497
4,953
2,388
3,341
4,1296
2,494
3,608
4,1063
1,290
2,703
3,435
4,679
1,248
2,540
3,541
4,878
1,570
2,712
3,276
4,996
1,521
2,464
3,1003
4,294
1,82
2,537
3,404
4,1418
1,761
2,948
3,276
4,1018
1,548
2,208
3,601
4,809
3,102
4,1330
1,587
2,385
3,684
4,392
1,294
2,486
3,546
4,845
1,719
2,470
3,257
4,875
3,105
4,2001
2,557
3,403
4,1154
1,316
2,921
3,221
4,988
2,459
3,423
4,1203
2,7
3,696
4,1222
1,145
2,561
3,483
4,1150
1,574
2,731
3,586
4,711
1,630
2,264
3,132
4,1298
1,148
2,547
3,646
4,1085
3,18
4,2170
4,1435
2,671
3,270
4,1060
1,180
2,411
3,479
4,1157
1,355
2,366
3,486
4,1287
1,386
2,418
3,212
4,723
1,70
2,401
3,382
4,1265
1,502
2,801
3,556
4,908
1,864
2,343
3,663
4,745
1,118
2,1070
3,505
4,422
1,8
2,541
3,196
4,1349
2,253
3,1048
4,897
2,818
3,301
4,809
1,426
2,1001
3,794
4,510
4,1539
1,765
2,414
3,652
4,338
1,335
2,150
3,778
4,854
3,537
4,1298
3,474
4,1914
1,642
2,259
3,249
4,1134
1,192
2,535
3,563
4,1067
2,363
3,607
4,687
1,513
2,265
3,241
4,1030
2,12
3,1461
4,530
1,398
2,594
3,364
4,1125
3,353
4,1136
2,326
3,409
4,1660
2,602
3,572
4,549
3,401
4,984
2,248
3,512
4,1217
1,186
2,542
3,593
4,1161
1,20
2,529
3,622
4,1061
1,618
2,525
3,763
4,332
2,175
3,1178
4,525
2,415
3,802
4,1098
1,244
2,437
3,331
4,925
1,375
2,217
3,380
4,562
1,747
2,481
3,886
4,117
3,174
4,1288
1,528
2,561
3,638
4,865
2,391
3,424
4,873
2,581
3,294
4,1366
1,126
2,547
3,504
4,1004
1,527
2,565
3,467
4,251
1,34
2,783
3,871
4,173
2,246
3,676
4,841
3,834
4,974
1,159
2,227
3,647
4,1761
1,503
2,562
3,542
4,1232
1,917
2,361
3,529
4,1380
1,390
2,736
3,385
4,1155
1,223
2,748
3,538
4,914
1,387
2,385
3,611
4,1006
1,205
2,605
3,292
4,960
1,334
2,412
3,407
4,611
3,235
4,1887
3,406
4,1495
2,336
3,620
4,1277
1,347
2,319
3,507
4,1263
1,261
2,714
3,612
4,701
2,241
3,593
4,1168
1,356
2,607
3,811
4,468
1,266
2,427
3,809
4,740
2,323
3,605
4,1556
1,554
2,347
3,70
4,1011
3,348
4,1611
2,314
3,395
4,1531
2,618
3,758
4,1433
1,679
2,482
3,672
4,398
1,792
2,750
3,287
4,524
1,326
2,617
3,608
4,594
3,228
4,1821
3,483
4,1349
1,578
2,355
3,979
4,265
2,113
3,599
4,1268
4,1699
3,204
4,1596
1,208
2,327
3,649
4,1167
1,994
2,742
3,367
4,237
2,200
3,1308
4,844
1,1
2,343
3,478
4,1010
2,326
3,657
4,1453
1,520
2,73
3,728
4,894
1,217
2,315
3,404
4,565
1,675
2,188
3,193
4,878
1,66
2,700
3,390
4,1024
3,552
4,1261
1,192
2,377
3,735
4,1027
1,340
2,428
3,474
4,630
3,318
4,1702
1,595
2,470
3,611
4,584
1,438
2,593
3,545
4,764
1,12
2,717
3,977
4,705
1,919
2,423
3,500
4,963
1,99
2,571
3,829
4,768
2,1077
3,419
4,718
2,177
3,440
4,1308
2,757
3,402
4,1333
1,510
2,379
3,651
4,608
2,14
3,613
4,1333
1,454
2,199
3,534
4,1255
2,20
3,1288
4,667
1,641
2,878
3,648
4,872
3,656
4,1261
1,487
2,289
3,389
4,908
2,301
3,394
4,1461
1,170
2,341
3,592
4,1036
2,637
3,838
4,372
2,278
3,855
4,776
2,567
3,378
4,1102
1,160
2,636
3,712
4,528
1,714
2,522
3,723
4,866
2,156
3,668
4,1411
3,190
4,1429
1,490
2,381
3,495
4,1108
1,121
2,1292
3,800
4,590
2,598
3,740
4,438
1,675
2,356
3,403
4,717
2,414
3,573
4,1287
1,244
2,350
3,426
4,1178
1,471
2,500
3,726
4,476
1,316
2,393
3,385
4,711
1,443
2,545
3,1124
4,747
3,1892
4,823
2,22
3,969
4,634
1,290
2,323
3,432
4,596
1,542
2,813
3,365
4,552
1,329
2,718
3,559
4,809
1,507
2,583
3,512
4,1092
1,356
2,597
3,423
4,896
3,579
4,1461
1,391
2,115
3,826
4,1106
4,1165
1,521
2,319
3,694
4,380
2,471
3,697
4,1209
1,469
2,556
3,481
4,788
2,681
3,773
4,723
1,604
2,423
3,473
4,1455
1,63
2,462
3,383
4,988
2,305
3,601
4,1126
1,223
2,307
3,621
4,1462
2,435
3,1027
4,547
4,1496
1,92
2,621
3,556
4,1046
2,22
3,587
4,999
1,214
2,488
3,631
4,726
2,34
3,583
4,1693
1,2
2,694
3,526
4,407
3,821
4,837
1,690
2,292
3,715
4,933
2,242
3,558
4,840
1,397
2,149
3,943
4,681
1,194
2,317
3,815
4,878
3,138
4,1594
1,330
2,99
3,1045
4,1180
1,275
2,387
3,406
4,1378
3,56
4,1409
1,1
2,385
3,265
4,1033
1,95
2,362
3,830
4,689
3,526
4,1430
1,331
2,806
3,359
4,222
3,687
4,1442
1,458
2,598
3,367
4,436
3,150
4,1506
4,1471
2,1207
3,656
4,411
4,1597
4,1738
2,580
3,746
4,420
1,808
2,409
3,774
4,611
3,930
4,1019
3,267
4,1730
4,1102
1,343
2,827
3,505
4,426
2,568
3,575
4,865
3,496
4,1271
1,418
2,557
3,443
4,878
2,676
3,1061
4,541
1,586
2,517
3,289
4,1022
3,572
4,1371
1,316
2,647
3,704
4,694
1,426
2,174
3,606
4,1496
4,1804
1,68
2,812
3,445
4,694
1,805
2,479
3,240
4,1089
1,545
2,412
3,374
4,447
4,1316
2,439
3,783
4,496
1,228
2,591
3,678
4,512
2,337
3,544
4,1565
1,294
2,361
3,769
4,940
1,664
2,804
3,178
4,331
1,917
2,706
3,711
4,691
1,324
2,491
3,336
4,624
1,214
2,272
3,802
4,1231
3,418
4,981
3,2
4,1982
1,169
2,919
3,539
4,522
1,287
2,502
3,596
4,781
1,477
2,1054
3,354
4,514
4,1111
2,448
3,346
4,1436
1,843
2,426
3,349
4,1268
2,201
3,227
4,1587
4,1143
1,248
2,670
3,1052
4,708
1,416
2,366
3,554
4,681
1,723
2,357
3,398
4,1608
1,111
2,832
3,308
4,1582
4,1406
1,76
2,713
3,1007
4,445
3,119
4,1289
2,288
3,478
4,1043
1,484
2,416
3,107
4,1364
3,431
4,1685
1,372
2,532
3,317
4,937
2,163
3,531
4,1071
1,406
2,493
3,240
4,1332
1,635
2,351
3,528
4,874
2,526
3,627
4,1355
2,417
3,918
4,656
1,694
2,490
3,497
4,566
2,669
3,343
4,979
2,381
3,1128
4,689
1,195
2,403
3,406
4,1650
1,735
2,653
3,427
4,503
2,318
3,855
4,1076
4,1600
1,217
2,844
3,221
4,430
4,1841
1,336
2,427
3,931
4,631
2,185
3,628
4,1310
1,62
2,324
3,784
4,1064
1,334
2,792
3,765
4,700
3,393
4,1280
2,444
3,1138
4,644
4,1927
2,831
3,251
4,965
2,36
3,351
4,1551
1,1039
2,636
3,318
4,532
3,1262
4,713
2,64
3,92
4,1287
1,464
2,343
3,470
4,1595
2,361
3,465
4,1383
1,567
2,332
3,595
4,707
1,1231
2,516
3,252
4,1020
1,5
2,723
3,409
4,1445
1,307
2,995
3,728
4,400
1,595
2,612
3,243
4,1259
1,107
2,378
3,686
4,743
2,385
3,784
4,765
1,437
2,450
3,701
4,415
1,519
2,274
3,502
4,665
2,357
3,1004
4,846
4,1438
2,134
3,298
4,1654
1,104
2,1117
3,367
4,555
1,607
2,375
3,479
4,665
1,507
2,652
3,314
4,852
2,726
3,343
4,1403
2,8
3,159
4,2004
1,289
2,536
3,401
4,1387
1,344
2,373
3,703
4,631
1,373
2,387
3,375
4,974
2,352
3,863
4,918
1,507
2,353
3,1030
4,439
1,626
2,675
3,787
4,668
1,648
2,191
3,370
4,1182
1,670
2,148
3,527
4,767
2,477
3,657
4,1330
1,541
2,641
3,424
4,980
1,710
2,494
3,736
4,485
1,594
2,259
3,689
4,929
1,421
2,621
3,1262
4,473
2,581
3,975
4,510
2,540
3,535
4,1064
1,521
2,168
3,593
4,1154
1,607
2,486
3,974
4,466
1,227
2,256
3,814
4,1562
1,71
2,641
3,705
4,629
1,765
2,575
3,510
4,1627
3,98
4,883
1,490
2,392
3,385
4,1148
1,526
2,437
3,1265
4,420
4,1600
3,632
4,1542
3,1063
4,862
4,1810
3,297
4,1405
1,497
2,416
3,620
4,182
1,483
2,520
3,375
4,642
1,84
2,418
3,546
4,1061
1,534
2,412
3,937
4,544
1,521
2,762
3,664
4,515
1,820
2,288
3,240
4,461
2,38
3,400
4,1297
2,803
3,487
4,377
3,153
4,1751
1,15
2,405
3,693
4,1077
2,110
3,503
4,841
4,1267
2,252
3,690
4,1219
3,599
4,1080
1,561
2,391
3,1044
4,372
1,842
2,533
3,356
4,586
2,534
3,538
4,1163
2,382
3,249
4,1093
2,146
3,675
4,924
1,983
2,544
3,546
4,463
1,4
2,822
3,322
4,1274
1,332
2,261
3,1019
4,629
4,1802
1,255
2,615
3,1017
4,239
1,677
2,342
3,1056
4,519
1,648
2,363
3,387
4,605
1,415
2,298
3,818
4,307
1,486
2,680
3,568
4,652
1,177
2,391
3,512
4,1434
2,39
3,493
4,1391
1,283
2,96
3,327
4,1918
1,204
2,696
3,480
4,1163
1,631
2,558
3,443
4,1346
1,689
2,413
3,365
4,687
3,312
4,1645
2,575
3,906
4,686
2,182
3,611
4,1182
1,1256
2,314
3,468
4,583
2,393
3,209
4,1118
2,214
3,449
4,1419
1,410
2,403
3,458
4,1187
1,522
2,581
3,230
4,599
1,389
2,614
3,479
4,958
1,65
2,622
3,836
4,633
2,432
3,734
4,800
2,426
3,569
4,1131
1,6
2,707
3,541
4,1280
1,249
2,425
3,367
4,1386
3,239
4,2006
2,412
3,431
4,876
3,220
4,1640
3,808
4,1092
4,1664
2,646
3,677
4,835
1,218
2,448
3,735
4,832
2,785
3,691
4,819
1,483
2,528
3,378
4,921
2,89
3,978
4,755
1,393
2,486
3,426
4,1363
1,580
2,291
3,498
4,891
3,688
4,1373
1,1
2,639
3,1134
4,842
1,549
2,343
3,441
4,615
1,835
2,359
3,283
4,1345
1,225
2,497
3,479
4,832
3,400
4,1925
1,582
2,369
3,262
4,995
1,562
2,471
3,538
4,469
